FID,CATEGORY,IFT_IOA,COUNTRY,Area_Ha,Shape__Are,Shape__Len
102178,Woodland,Broadleaved,England,57.339048118100003,573390.481246948242188,7210.452048570581610
102202,Woodland,Broadleaved,England,113.459716951000004,1134597.169364929199219,16102.684232409093966
102206,Woodland,Broadleaved,England,56.389241461799998,563892.414810180664062,9592.412563853707979
102328,Woodland,Broadleaved,England,67.341765237100006,673417.652282714843750,8266.836993106062437
102394,Woodland,Broadleaved,England,53.983519959299997,539835.199874877929688,15763.023570347988425
102638,Woodland,Broadleaved,England,68.413700295699996,684137.002838134765625,11393.386120727029265
102791,Woodland,Broadleaved,England,109.083606771999996,1090836.067970275878906,13985.881977654062212
102946,Woodland,Broadleaved,England,122.370967633999996,1223709.676322937011719,12380.141089733051558
103046,Woodland,Broadleaved,England,102.201913947999998,1022019.139335632324219,18823.214582089702162
103123,Woodland,Broadleaved,England,147.486540923999996,1474865.409332275390625,9534.292989786541511
103324,Woodland,Broadleaved,England,146.507020014000005,1465070.199989319080487,18780.723181014316651
103338,Woodland,Broadleaved,England,129.998159375000000,1299981.593284606933594,16675.940118219787109
103639,Woodland,Broadleaved,England,54.755467106799998,547554.671203613281250,10196.104427114918508
104139,Woodland,Broadleaved,England,102.053127559999993,1020531.275650024530478,14215.231112965731882
104511,Woodland,Broadleaved,England,51.103115337799998,511031.153320312500000,8201.727600689933752
104518,Woodland,Broadleaved,England,51.547251009599997,515472.510063171386719,6292.299503874137372
104594,Woodland,Broadleaved,England,122.434441772000000,1224344.417457580566406,21421.467971870064503
104618,Woodland,Broadleaved,England,68.959510949700004,689595.109619140625000,11700.031410254321599
104710,Woodland,Broadleaved,England,79.057662925200006,790576.629402160644531,7729.510672309290385
104905,Woodland,Broadleaved,England,53.027187621300001,530271.876281738281250,11886.817441520077409
104921,Woodland,Broadleaved,England,78.576785821399994,785767.858345031738281,16335.535835294827848
105036,Woodland,Broadleaved,England,58.284676164700002,582846.761871337890625,8620.712505919051182
105277,Woodland,Broadleaved,England,91.789831118400002,917898.311355590820312,20371.013202736790845
105376,Woodland,Broadleaved,England,55.781447688800000,557814.476890563964844,13740.927091733268753
105767,Woodland,Broadleaved,England,61.011732053700001,610117.320487976074219,9593.081964026892820
105864,Woodland,Broadleaved,England,64.516439977000005,645164.399795532226562,9994.160246644767540
105933,Woodland,Broadleaved,England,103.074324052999998,1030743.240379333496094,11195.500959109942414
106080,Woodland,Broadleaved,England,87.542441907200001,875424.418960571289062,10018.826112258140711
106094,Woodland,Broadleaved,England,54.212004156200003,542120.041763305664062,7957.840449444677688
106245,Woodland,Broadleaved,England,78.720390303900004,787203.903060913085938,17879.466178063015832
106349,Woodland,Broadleaved,England,82.905551184600000,829055.511871337890625,9123.764042865392184
